LAMMPS data file via write_data, version Version LIGGGHTS-PUBLIC 3.3.0, compiled 2016-03-17-14:38:54 by ras, git commit 9b1fc57b77c483deaf2c0a6c69241c5d4f91e3c2 based on LAMMPS 23 Nov 2013, timestep = 0

105 atoms
2 atom types

0.0000000000000000e+00 2.5000000000000000e+01 xlo xhi
-2.5000000000000001e-03 2.5002500000000001e+01 ylo yhi
-2.5000000000000000e-01 2.5000000000000000e-01 zlo zhi

# id type diameter (!) density x y z dummy dummy dummy 

Atoms

1 2 9.0000000000000000e-01 1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
2 2 9.0000000000000000e-01 1.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
3 2 9.0000000000000000e-01 1.0000000000000000e+00 2.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
4 2 9.0000000000000000e-01 1.0000000000000000e+00 3.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
5 2 9.0000000000000000e-01 1.0000000000000000e+00 4.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
6 2 9.0000000000000000e-01 1.0000000000000000e+00 5.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
7 2 9.0000000000000000e-01 1.0000000000000000e+00 6.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
8 2 9.0000000000000000e-01 1.0000000000000000e+00 7.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
9 2 9.0000000000000000e-01 1.0000000000000000e+00 8.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
10 2 9.0000000000000000e-01 1.0000000000000000e+00 9.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
